clean_text,sentiment_label
perdagangan pasar saham dan bitcoin benar benar telah mengubah hidup saya juga portofolio keuangan saya tumbuh sebesar minggu lalu berdagang dengan seorang ahli,Netral
tolong rekomendasikan ahlinya saya akan sangat berterima kasih,Positif
sangat membantu,Positif
,Netral
itu namanya di telegram,Negatif
ajarkan saya juga,Positif
bolehkah berbagi ilmu kak charles saya irt ingin segera beli rumah,Netral
benar banget itulah kenapa kamu menganggap koh felix benar he,Positif
shallallahu alaa muhammad semoga kita semua diberikan hidayah oleh allah dzat yang maha pengampun dan semoga kita diberikan rezeki yang halal barokah dan berlimpah dan tidak tergiur sedikit pun kepada yang haram smiling face with smiling eyes smiling face with smiling eyes,Positif
seringkali orang sangat mudah mengemis utang tapi ketika jatuh tempo bahkan menyusahkan yang memberi utang,Negatif
pagi banget tadi aku membantah saran dari ayahku karena aku berpikir sbagian biaya kebutuhannya dan semua kebutuhanku aku yang menanggungnya tiba-tiba ditegur diingatkan dengan menonton video ini subhanallah semua tidak ada yang kebetulan alhamdulillah trmksih iya allah crying face,Negatif
semoga ayah ustadz felix masuk islam dia seperti abu thalib,Netral
semua yang keluar dari orang cerdas dan bertaqwa semua akan menjadi ilmu semoga saya mampu menyerap apa yang ust fs sampaikan dan menjadi wshilah hidayah untuk semua pendengarnya amin ya robbal alamiin,Positif
tuh masalah investasi itu yang penting beli sesuatu yang kita mengerti untuk menghindari gharar,Positif
sebenarnya kalau dibikin podcast dua arah pun menarik menurut saya misalkan kok leon dan kok felix diskusi tentang btc atau mata uang mana pendapat atau pemahaman kok leon yang belum kok felix tahu tentang hal tersebut apakah ternyata ujungnya pandangan masing masing bisa berubah tapi bisa jadi pelik sih wkwk dan sebagai penonton tugasnya juga selalu begitu sih kalau ada pendapat yang cocok oke kalau ada pendapat yang kurang cocok telaah lagi keputusan tetap di diri masing-masing,Negatif
semoga allah menambah hidayah untuk kita semua amin hidup lebih terarah dan lebih tenang,Positif
keren di part ini kok leon bisa ngulik tentang ekonomi menurut islam melihat islam yang sebenarnya bisa dilogika kan walopun agak sulit memang untuk dimengerti bahkan untuk muslim itu sendiri grinning face with sweat,Positif
saya bisnis baru buln alhmdulillah sudah jalan tapi ya gini2 saja iya bersyukur kenapa enggak tujuan saya disini bisnis buka lapangn krja untuk teman and sodara saya juga bisa menambah pundi rupiah dengan masih bekerja saya enggak mau kayak tapi cukup saja dan bersyukur,Positif
terimakasih ustad ilmunya menambah wawasan berpikir sehat selalu buat ustad dan keluarga palms up together palms up together palms up together,Positif
selamat pagi kok untuk bahas bank syari ah undang kok syafii antonio dong beliau professor ahli dalam perbankan syari ah,Negatif
dimanapun ust felix berada selalu membawa ispirasi luar biasa redaksi heart,Positif
ust felix memang jos bahas dunia akhirat oke,Positif
masyaallah ustad felix cerdas sekali,Positif
materi apapun selalu menarik bila dibawakan ust felix tapi ada yang saya mau kritik saya muslim tapi sekolah di methodis kebanyak chinese batak sampai kls sd karena keluarga pindah ke jakarta kami berteman tidak membedakan ras mungkin yang membenci chinese orang-orang yang not educated,Positif
binassalamu alaikum warahmatullahi wabarokatuh ust felix siauw semoga allah swt melindungi dalam berdakwah dan memberi kesehatan amin iya rabbal alamin Indonesia palms up together Palestinian Territories terima kasih koh leon hartono folded hands,Positif
semua kalau ingat tujuan apapun masalah tetap harus di hadapi,Positif
memang enggak akan di ragukan keilmuan dan kepinteran ustadz felix thumbs up flexed biceps,Positif
indonesia selama hukum enggak teges koruptor terus berjalan karena hasil alam negara indonesia banyak walau di korupsi trilyunan negara enggak akan bangkrut mkny paling benar koruptor hukum potong tangan,Negatif
amin yra palms up together redaksi heart,Positif
ayah dan kakaknya bukannya a sudah mualaf saudara laki-laki,Negatif
biasanya trauma karena anak cucunya merasa tertipu kok kakek buyut mereka merasa tertipu mata sipit karena jual tanah mereka cuma puluhan ribu face with tears of joy,Negatif
jangan lihat dari satu sisi sebenarnya banyak juga chinese yang rasis kok karena pada dasarnya manusia itu selalu cenderung pada sesamanya mau agama suku circle pendidikan dan lain-lain mengajak orang untuk menghargai perbedaan tidak harus dengan merendahkan mereka yang makin belum paham dan mengerti,Negatif
indonesia ketinggalan sama malaysia crying face malaysia saja sudah mau jadi negara maju bensin ron dijual cuma 7ribu lah kita ron saja dijual 10ribu umr sana 10jutaan lah kita jutaan kekayaan alam jauh lebih kayak raya kita padahal berhampar luas dari sabang merauke contoh nyatanya selat malaka masa bahkan singapura yang untung banyak dari jalur distribusi kapal kapal dunia aneh banget kan,Negatif
dapat ustad cerdas begini senang nontonnya joz mantab,Positif
indonesia 40thn menunggu haji ternyata ada yang lebih lama lagi 70thn malaysia crying face,Negatif
mantap koh leon sudah undang ust felix siaw insightfull izin sumbang saran untuk lebih dalam gali perihal ekonomi islam mohon undang ust prof dari syafi i antonio beliau salah satu pakar di bidang ekonomi bisnis islam,Positif
ustadz kita semua felix siauw,Positif
keren koh leon mau mendengar gagasan dari seorang ust felix moga nanti ada sesi lanjutnya karena bermanfaat buat para newbie,Positif
kesini karena ada kok felix memang keren ustad satu ini berkah ustad terimakasih ilmunya,Positif
thank you bang leon dan tim sudah hadirkan ust felix sangat edukatif,Positif
cara paling untuk merendahkan seseorang adalah dengan memberikannya uang thumbs up,Netral
masyaa allah terima kasih koh leon insight berbeda dan sudut pandang dalam frame good nice party popper,Positif
gila seru banget tiba udahan koh mengadakan part nya dong terimakasih koh sudah ngundang ust felix siaw suka cara koko menjadi host benar enak untuk di dengar podcast nya sukses selalu untuk koko dan ustadz felix,Positif
pembahasan yang sangat menarik terima kasih koh leon dan ustadz felix siauw folded hands,Positif
sehat selalu ustadz aku pendengar ceramah ustadz sejak jaman bahasan mengaji tidak punya pacar dari situ hingga seterusnya aku amazed dengan penyampaian ust yang menggugah pemikiran,Positif
obrolannya daging segar menambah cakrawala berpikir terima kasih atas obrolannya banyak pengetahuan yang saya dapatkan,Positif
wow sok fast belum pernah secepat ini menunggu konten part satu hari je,Positif
senang sekali mendatangkan ustadz felix,Positif
jadi kalau kita spekulatif tanpa tahu ilmunya main masuk itu dianggap haram but kalau kita pelajari lengkap dan paham akan sistem dan resiko itu dianggap investasi dan untung ruginya dianggap wajar as a bussiness pada umumnya jadi pada intinya islam melarang kita untuk melakukan sesuatu tanpa menguasai dasarnya hmm pretty fair,Positif
terima kasih koh leon chanel rujukan gue buat mengenal dunia investasi dan keuanggan tapi tamu2nya hebat2 semua,Positif
bisa undang syafi i antonio koh pakar dan praktisi ekonomi islam folded hands terang skin tone,Netral
takutnya orang-orang gagal paham ini bukan ustd felix yang di bayar iya tapi beliau lagi cerita pendakwah lain yang meminta tarif,Negatif
ke channel kok leon hartono karena ingin belajar investasi menumbuhkan uang menjadi lebih banyak lagi cara simpan uang dan lain-lain tapi di menit ustad felix seolah olah mengingatkan bahwa dia enggak punya cara2 khusus untuk investasi untuk menyimpan kekayaan dia bahkan cenderung untuk mensedekahkan uangnya menjadikan amal jariyah dalam bentuk sumbangan pendidikan mempersiapkan kematian salut ustad seorang mualaf yang memahami betul peninggalan nabi muhammad alquran dan sunnah terima kasih atas ilmunya ustad terima kasih juga sudah mengingatkan,Positif
serius,Positif
setuju thumbs up thumbs up thumbs up thumbs up,Netral
bukannya makanan face with tears of joy,Netral
enggak begitu juga tapi lebih ke sistemnya apakah mengandung ghoror atau tidak kalo di hadist nabi naamanya sistem ijon itu menjual buah dipohon yang belum jelas bakal berbuah matang atau tidak meskipun kita tahu ilmu pohon dan analisa oh itu pohon bakal berbuah matang maka saya akan beli pohon itu dengan harga murah itu tetap haram meskipun kita tahu pohon itu bakal berbuah banyak,Negatif
jasabikinvideokeren3521 wait jadi bingung ini jadi kalau di sistemnya ngandung unsur spekulasi tidak ada kepastian itu langsung berarti haram,Negatif
jadi ini setahu saya misalnya saya punya tanaman padi yang masih baru berisi bijinya belum tua terus saya jual ke kakak karena kakak beli waktu padi masih belum tua siap panen maka di beli dengan harga murah misalnya harga juta padahal kalau sudah tua dan siap panen harga bisa lebih juta misalnya tapi keduanya tetap setuju karena saya butuh duwit jadi deal saya terima uang dari kakak juta tapi nanti kakak panen setelah padi tua siap panen nah itu yang buat kondisi jadi haram karena panennya kan butuh waktu katakanlah bulan seharusnya padi di beli langsung di panen oleh kakak tapi hal itu tidak terjadi kan padinya belum tua jadi butuh waktu,Negatif
nupikasari4625 misal ini saya petani mangga saya beli bibit mangga ini pohon itu kan belum pasti nanti mangganya berbuah atau enggak terus berapa banyak kalau berdasarkan penjelasan itu jadi haram dong dan kalau kayak begitu konsepnya semua petani yang beli bibit jadi haram dong,Negatif
dari zakir naik dari india ustad adi hidayat juga tidak mau menerima amplop dari zakir naik mah pengusaha juga punya usaha diqatar kalau ustad nu kebanyakan memang jual agama,Negatif
mendengarkan inj sambil jahitin perlengkapan anak sulung untuk mondok sambil banyak-banyak berdoa semog begini semoga begitu semoga semua lancar,Positif
enggak dapat pahala dari amalannya tapi dapat pahala dari amalan orang lain contoh ada orang sedekah dan di publish sehingga ngebuat dia ria dan karena dia ria dia enggak dapat pahala dari sedekahnya tapi akibat saat sedekah dia publish akhirnya banyak yang lihat dan banyak yang terinspirasi lalu ikutan sedekah dan tiap orang yang terinspirasi itu lalu sedekah maka pahalanya akan mengalir ke orang yang menginspirasi tersebut tanpa mengurangi pahala orang yang bersedekah tersebut intinya tetaplah jadi inspirasi dalam kebaikan tanpa harus takut kehilangan pahala karena ria,Positif
akhirnya bintang tamu yang tidak biasa,Negatif
ust felix analoginya selalu keren mudah dipahami,Positif
iya allah iya robbi lindungi negara kami yang kayaraya rakyatnya miskin2 dunia sudah maukiyamat rakyat belum menikmati harta yang allah swt berikan di indonesia ini jaukan orang-orang zolim amin palms up together palms up together palms up together Monaco Monaco Monaco redaksi heart redaksi heart redaksi heart loudly crying face loudly crying face loudly crying face,Negatif
belilah emas dan dinar thumbs up,Positif
saya juga pendosa saudara laki-laki tapi dosa itu jangan saya borong serakah namanya sometimes dengr ustaz,Negatif
pembahasannya menarik terima kasih ustad felix,Positif
sering menonton chanel ini baru subcribe karena muncul ustad felix wkwkwk,Netral
lanjut undang pakar ekonomi syariah ustadz syafii antonio iya koh leon senang banget channel koh leon selalu sangat berbobot ngulik setiap narsum selalu keren kita dapat insight ilmu yang sangat bermanfaat,Positif
sampai lanjut ke chapter karena ok banget content nya,Positif
terima kasih banyak kepada kedua kokonya,Netral
ustd felix cerdas redaksi heart redaksi heart redaksi heart redaksi heart redaksi heart redaksi heart redaksi heart,Netral
obrolan yang sangat bermanfaat terima kasih buat koh ustadz felix telah ikhlas berbagi segudang ilmu dan pengalamanya secara gratis buat dakwah dan sharing buat kehidupan pribadi dan keluarga itu keren sih,Positif
came here just tapi sayang thank you,Positif
pertanyaan belum di ucapkan sudah banyak yang dijelaskan sama ustd redaksi heart redaksi heart,Netral
menit yang benar posisi mami makan ibu ada di bawahnya allah dan nabi muhammad setelah itu ibu tolong buat admin dan ustad di revisi iya biar enggak di potong sama orang yang tidak bertanggung jawab,Positif
salah satu podcaster yang paling nyaman dan enjoy untuk di dengar sambil kerja grinning face with sweat,Positif
ustadz felix memang cerdas,Positif
dapat ilmu banyak ini syankyu yougotthis,Netral
setuju redaksi heart,Positif
salah ucap itu di menit itu yang benernya,Negatif
padahal di islam diatur tambang itu tidak bolh dikuasai perorangan pntesan di arab hanya mngandalkn minyak saja penduduknya makmur sebaliknya indonesia kayak akan mineral tanah jarang batu bara minyak dan gas bumi bbrapa tapi yang kayak makin kayak yang miskin makin miskin tanpa di pedulikan,Negatif
pembahasan yang bagus rasional dan terstruktur dari narasumber yang luarbiasa terima kasih koh leon atas pertanyaan cerdas santun dan elegan semoga semakin sukses chanelnya,Positif
jujur lebih enakan menonton ustadz felix podcast ketimbang menonton orang yang hari hari debat agama yang ujung bahkan saling membenci di kolom komentar face with tears of joy face with tears of joy,Negatif
koh felix allah memberkahimu aku cinta beliau,Positif
lanjut undang ust khalid koh dia juga bisnis travel restaurant,Netral
leon terima kasih banget lho undang ustd felix ini kontennya bagus banget,Positif
hanya islam solusi permasalahan yang dibuat manusia,Negatif
menurutku ustadz felix siaw ini paket lengkap sebagai pendakwah knowledge beliau itu luas banget dan selalu memberi pencerahan dengan gamblang mashaallah,Positif
kokoh felix redaksi heart,Positif
sesuai kata saudara laki-laki tim belilah barang dari apa yang kamu mengerti,Netral
saya suka penjelasan ustadz tentang crypto atau investasi secara keseluruhan intinya jadi haram kalau anda enggak mengerti apa yang anda beli ibarat beli kucing dalam karung ini penjelasan jauh lebih baik dari pada sih sono yang main haram haramin saja dan balik lagi hukumnya sama dengan hukum market berdagang,Positif
masya allah redaksi heart redaksi heart redaksi heart,Netral
untuk btc kok leon harus jelasin lebih detail lagi biar kok felix lebih faham lagi tentang btc face with tears of joy face with tears of joy,Positif
keren koh terima kasih sudah membantu kita dalam memahami pandangan secara agama dan dalam kacamata bisnis bagaimana kita harus bijak dalam melakukan sesuatu agar dapat pahalanya serta bonus lainnya,Positif
islam hadir untuk menyelesaikan semua masalah di dunia tapi sayang banyak yang tidak perduli bahkan tidak mau,Negatif
saat berbincang tentang saham atau bitoin antara ust felix dengan koh leon sebenarnya ada perbedaan dalam melihat konteks yang dimaksud ust felix tidak adanya gharar atau spekulasi adalah ketika seseorang membeli saham atau investasi adalah ketika motivasi dalam berinvestasi atau beli saham bitoin adalah untuk mendapatkan deviden bagi hasil sedangkan kesalahan seseorang dalam pandangan islam adalah ketika membeli saham investasi adalah dengan motivasi profit setelah saham dijual kembali baik dalam pasar saham sekunder atau derivatif jadi motivasinya bukan deviden tapi profit dari penjualan yang benar dalam pandangan islam beli saham adalah karena bukan spekulasi namun untuk mendapatkan deviden bagi hasil,Positif
ustadz yang sudah praktek di dunia bisnis dan berhasil sih menurutku ustadz khalid bsalamah beliau enggak cuma teori tapi juga praktik,Positif
konten yang bermanfaat inspiring terima kasih,Positif
part saja sampai part part juga pasti aku tonton,Positif
terimakasih overpost sudah undang ust felix redaksi heart,Netral
masa sih face with tears of joy face with tears of joy kalau dulu iya apalagi kalau minyak total dilarang dan di ganti energi terbarukan,Negatif
prvktr seharusnya memang sudah beralih ke green energy,Netral
lah rusia iran dan venezuela jualan minyak tapi penduduknya tetap saja miskin intinya kamu kalau mau kayak iya harus jadi anteknya amerika seperti arab,Negatif
jangan mebanding bandingkan semuanya benar ustad felix benar di sini meluapkan ilmu fiqih diapun mengerti tauhid cuma disini bahasnya investasi ustad teologi juga benar mereka ada di bidang tauhid perbandingan agama mengenai aqidah keselamatan karena al qur an juga mengijinkan umatnya untuk berdebat tapi dengan cara yang santun jujur dan bijaksana masalah saling membenci itu karena orang yang enggak suka saja atau fanatik pelajari agama dengan benar jadi mengerti dan paham,Positif
boleh dijelasin bang btc itu bagaimana maaf saya awam,Negatif
andifalah baca saja white papers btcnya bang,Netral
dan orang nu tidak suka dengan kenyataan ini padahal sudah jelas di depan mata,Negatif
felix siauw juga bisnis kali tapi enggak di ekspose,Negatif
ustad ustadz muhammadiyah jangan di lupa ini smiling face with smiling eyes,Netral
a durasinya singkat banget jam kok loudly crying face loudly crying face loudly crying face,Negatif
good content and good sharing handshake,Netral
kalau enggak lihat orang nya hanya dengar suaranya saja mengira koko ini daniel mananta suaranya mirip banget,Negatif
sehat terus ustadz semoga kita semua istikamah till jannah,Positif
respect koh leon auto subkrek folded hands,Netral
masyaallah lengkap belajar dengan ustadz felix alhamdulillah saya bergabung dalam majelis jamaah belajar kitabnya sudah tidak sabar lagi ingin cepat belajar kitab jual beli dan ekonomi islam karena kitabku sekarang baru belajar daulah tatanan negara yang dibangun dari masa rosulullah hidup brmasyarakat dunia akan baik dan benar bila negara memakai aturan ekonomi islam dan juga akan menghantarkan kepada masyarakat yang mulia bukan hanya urusan aqidah agama kepercayaan diri sendiri saja yang akan membawa manusia kepada derajat yang mulia tapi bermasyarakat dan bernegarapun menjadi tingkat mulia bila aturan islam bisa diterapkan oleh umat islam diseluruh dunia dampak bahagia juga bagi orang-orang yang beragama lain dan bahagia juga binatang2 yang hidup didunia bila aturan islam dipakai pada aturan diindonesia bukan aturan demokrasi yang parah korupsi semoga menular ini kecerdasan ustadz felix dengan kami2 yang juga berusaha belajar menggali ilmu islam dan sejarah islam yang lainnya,Positif
pendapat ustadz felix mengenai bitcoin,Netral
alhamdulillah ikut menyimak,Positif
palembang hama,Negatif
keren ini ketika kita bisa menjual ide maka produknya akan laku,Positif
ingat banget tahun lalu mencari pendanaan di sekolah buat ngundang ustadz juta per menit anjing parah sih face with tears of joy face with tears of joy face with tears of joy,Negatif
masalah ethics bisa lebih besar dari masalah hukum fire,Netral
daging semua redaksi heart,Positif
point2 dan cerita2 dari ust felix aku sudah dengar semua dari beliau di podcast2 yang lain tapi tetap ku tonton sampai akhir redaksi heart smiling face with smiling eyes,Positif
untuk memahami ekonomi islam tokoh yang bagus untuk menjelaskan adalah syafi i antonio dan adiwarman karim,Positif
ujian keimanan seorang pendakwah iya amplop,Netral
islam secara penuh kalau di terapkan dalam kehidupan manusia di dunia ini jangan kan orang islam sendiri atau non muslim alam dan hewanpun akan merasakan keindahannya,Positif
terima kasih kok leon sudah undang kok felix,Positif
index pointing up medium dark skin tone,Netral
terima kasih atas pencerahannya,Positif
ustad siapa tuh boleh kasih inisial,Negatif
cara orang ngendaliin orang adalah dengan hutang crying face crying face,Negatif
bagi bagi dong bang pengin bikin rendang,Positif
fufufafah juga bagus smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes,Positif
face with tears of joy face with tears of joy face with tears of joy,Netral
yaps sayangnya masyarakat belum banyak yang tahu itu karena masih di sibukkan dengan pemikiran pemahaman barat yang kufur,Negatif
keren thumbs up terang skin tone thumbs up terang skin tone thumbs up terang skin tone thumbs up terang skin tone thumbs up terang skin tone,Negatif
pembahasan ust felix seru dan insightful tapi enggak ada timbal balik komunikasinya arah,Netral
secara halus ustadz felix sedang marketingin islam ayo kok leon asyhadu,Negatif
masyaallah ustadz felix keren banget,Positif
bukan cuma palembang tapi seluruh indonesia kecuali propinsi tertentu face with tears of joy,Netral
like dulu lah menarik topik yang dibahas dan mudah dimengerti terimakasih untuk kok leon dan ust felix,Positif
follow koh leon dari sub 30rban dan kurang sudah 600rb ini pasti bisa jadi juta lebih di tahun depan dengan konten edukasi seperti ini dan konsisten enggak banget,Negatif
rupiah stabil stabil melemah,Netral
ust felix terbaiq redaksi heart,Netral
mantab masih ada part nya sejatinya muslim di indonesia minoritas yang mayoritas itu islam ktp semoga bisa mengamalkan ajaran isla mdengan sungguh-sungguh mulia di dunia terhormat di akherat,Positif
bitcoin,Positif
enak banget nontonnya sama sama berbobot semua materinya thank lu koh leon for having ust felix disini party popper,Positif
sih samsul ipb dapat jariyah banyak banget party popper,Positif
alhamdulillah banyak ilmu yang di dapat diobrolan ini smiling face with smiling eyes,Positif
hayo saudara laki-laki leon masuk islam redaksi heart redaksi heart redaksi heart redaksi heart redaksi heart,Netral
mantap kok undang ust felix lagi,Positif
mashallah obrolan nya daging semua barakallah,Negatif
dimana ada ust felix timothi ronald kalimasada disitu ada saya face blue smiling,Netral
aku membayangkan bagaimana kalau dia menjadi pemimpin indonesia yang akan datang smiling face with heart eyes smiling face with heart eyes,Netral
yang dimaksud kok felix 75jt jam itu penceramah lain iya gaes kalau kok felix dakwahnya self funded kayaknya harus ada yang menulis ringkasan dan kesimpulan supaya enggak salah pemahaman,Negatif
saya juga islam tapi komen kakak terlalu memaksa sekali islam itu dari hati dan pikiran bukan semudah itu smiling face with smiling eyes,Negatif
kelas face with tears of joy face with tears of joy,Netral
sejauh itu ini yang paling jauh jangkauan komentarnya face with tears of joy,Netral
pengin deh rasanya mengajari ust felix soal quantity theory of money nya irving fisher biar kejang kejang kalau emas dinar yang selalu dia bangga2kan itu akan menjadi pemicu terjadinya deflasi kalau dijadikan mata uang di suatu negara,Negatif
terima kasih banyak kok leon sudah mengundang guru se wow beliau redaksi heart smiling face with smiling eyes,Positif
kok undang ustadz khalid dong beliau juga berbisnis cocok sekali dengan channel ini makasii smiling face with smiling eyes,Positif
fan sama orang cerdas ust felix siauw dan timothy ronald,Positif
the best sih ini kusuka pembahsannya,Positif
ust felix ini salah satu tokoh muda yang menunjukan kalau logika didasari agama itu memang mantap,Positif
masuk banget ust,Positif
bang leon banyak-banyak bikin konten edukasi tentang ekonomi dong gue baru sadar ternyata hal-hal seperti ini sangat tabu di keluarga ku,Negatif
sangat bermanfaat mencerdaskan suport podcastnya bersama ustadz felix siauw lancar terus koh leon dan ust felix nya sehat sehat dan lancar iya amin,Positif
kalau ustad felix yang di undang jadi ramai,Negatif
semoga ustad felix kepenajam paser utara mau dengar secara langsung kajian beliau amin,Positif
intinya hukum itu bisa diakalin tinggal cari celahnya yang tidak baik atau bahkan merusak pun bisa jadi legal etics itu moral kita dalam bersosialisasi dan menjalani hidup,Negatif
allah akan meninggikan derajat orang yang beriman dan berilmu beberapa derajat lebih tinggi,Positif
dimana ada ustadz felix disitu saya menonton beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes,Netral
menurut saya ustadz felix ini adalah gambaran seorang muslim sejati,Netral
masyaallah mantull ustadz,Positif
maa saya allah makin cinta sama ustadz felix dakwahnya beliau memang high end level sih mnurutku,Positif
respek buat keduanya,Positif
enggak ada mudhorot apapun yang harus kita ambil riba allah maha memberi solusi bukan riba yang akan memberi solusi disaat paling genting pun,Positif
maasyallah redaksi heart redaksi heart,Netral
terus solusinya apa,Negatif
aigameshows iya fiat money karena untuk mengembangi laju pertumbuhan ekonomi dan laju pertumbuhan manusia maka supplai uang juga harus fleksibel jumlahnya,Positif
kousakamayumi enggak pasti ada sistem yang lebih adil dari fiat ngomong-ngomong terima kasih sudah menambah wawasanku kesimpulannya harus pakai sistem islam zakat dan anti riba adalah penawarnya,Positif
ajak saja diskusi karena hasil diskusi adalah mencerahkan bukan kejang kejang face with tears of joy,Positif
aigameshows riba itu apa sih coba jelasin jangan konsep riba yang kamu pahami cuma secara sempit,Negatif
kousakamayumi kok aneh banget ya memang ada riba pemahaman dari luar al quran coba jelasin pemahaman anda yang luas tentang riba,Negatif
bungasemerbak9713 coba jelasin dulu konteks riba yang kamu pahami itu bagaimana jangan konteks riba yang terjadi di zaman nabi dengan pemahamanmu sekarang enggak sama,Negatif
orang konservatif celup yang baru belajar agama kemarin sore mikirnya kalau uang itu kalau enggak di underlying metal riba pemikiran dan konsep yang picik yang sengaja dihembuskan oleh pihak orientalis dan zionis biar muslim enggak berkembang ekonominya padahal uang fiat itu ada underlyingnya yaitu gdp dan populasi manusia semakin naik gdp dan populasi maka suplai uang juga harus ditambah agar tidak terjadi deflasi,Negatif
abuarshad58 iya gapapa kan dibikin kejang2 sekali-kali biar enggak asal njeplak lagi kayak gurugembul beberapa kali gue lihat video ust felix kadang sering berbicara sembarangan ketika bahas sejarah dan konsep mata uang,Negatif
ya sudah kamu gembor gembor lah sendiri soal begituan sampai banyak yang peduli tujuan kamu sama dia saja beda mengapai mengomentari orang yang kamu saja enggak paham maksudnya,Negatif
kousakamayumi lebih baik kamu balik sono menonton anime sampai kejang2 orang paling be9 sedunia adalah pembela sistem fiat dan riba sebelum kamu arrogant ngrendahin orang lebih baik kamu research us kenapa keruntuhan zimbabwe venezuela dan lain-lain akar nya itu fiat money uang angin kamu menyederhanankan seolah uang emas deflasi buruk gue enggak paham bisa2nya ada orang bela fiat apa enggak pernah belajar sejarah padahal dampaknya sudah ada jadi orang jangan arrogant lah adik kamu bisa jadi misk1n selamanya apalagi ngrendahin orang yang jauh jauh 10x lebih hebat dari kamu,Negatif
zarkyzark iya ini kan negara demokrasi berbeda pendapat enggak masalah dong seharusnya kalau misalnya gue tinggalnya di negara teokrasi yang pemimpinnya saja dianggap sebagai wakil tuhan di bumi boleh lah kamu koar2 kayak begini,Negatif
bobsevyan3572 mau ada orang yang jauh jauh 10x lebih hebat dari gue tapi kalau dia asal bunyi apa salahnya gue kritik,Negatif
iya kalau tujuannya biar kejang kejang itu juga enggak baik kasih pendapat kamu ke ust felix untuk menambah perspektif beliau saya simak video ini beliau juga sudah disclaimer kalau tidak benar benar mendalami hal tersebut hanya saja ust felix juga terbuka jika ada pendapat lain,Negatif
kousakamayumi kamu tanya riba ke gue gue balas alpha porto semua produk kapitalis wkwok dikit2 ngeremehin orang iya begini,Negatif
aigameshows enggak tanya porto kamu dan enggak peduli selama belum bisa beating the index iya kamu itungannya masih cupu terus apa itu riba menurut lu coba jelasin ke gue,Negatif
kejang kejang ada intensi apa sampai mau nyeramahin orang sampai kejang kejang,Negatif
coba di dm biar bisa diskusi bareng beliau dan tuker pemahaman,Positif
buset deh selama gue hidup kagak pernah gue lihat emas deflasi emas yang ada jaman nenek gue nilainya menambah pas jaman ibu gue emas jaman ibu gue nilainya menambah pas jaman anak gue kalau lihat nilai harian di banding uang fiat bisa saja turun lah kalau sudah tahunan kapan pernah turun,Negatif
phenomone130 makanya harusnya kamu hidup lebih awal lagi paling enggak pas zamannya sultan mansa musa,Negatif
kousakamayumi hari sudah bisa balas komenku belum saudara laki-laki,Netral
filosofi mati sama had syaroful haramain,Netral
nice podcast kelas banget penjelasannya,Positif
lebih dari sekedar ustad that my favorit man,Positif
the best ustad,Positif
ustad favorit,Positif
ilmu semua isinya terima kasih untuk konten nya fire,Positif
koh leon kalo mau detail masalah ekonomi syariah bisa undang ust syafii antonio beliu pakar ekonomi syariah pemilik tazkia dan praktisi bisnis juga,Netral
terima kasih koh leon sudah undang ustadz felix isinya daging semua mantap gbu,Positif
kok leon dan felix siauw luar biasa mencerdaskan semoga tuhan menjaga kesehatan nya,Positif
ustad felix best redaksi heart redaksi heart redaksi heart,Netral
jazakallah dan barakallah fiikum koh leon dan dan ust felix semoga allah memberikan keberkahan dan kebahagiaan untuk kalian amin allahumma amin,Positif
ustad felix smart people smiling face with heart eyes smiling face with hearts thumbs up thumbs up,Netral
wawasan ustad felix selslu menginfirasi sampai ekonomipun kita jadi paham,Positif
selalu pencerahan yang terang benderang dan analogi yang muda difahami saat ust felix menjawab tuh berakallah fiik usatadz felix,Positif
terima kasih koh deh undang ustadz felix,Positif
baarokallahufiikum tad,Netral
subhanallah,Positif
keren kalian berdua terima kasih koh leon,Positif
smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes,Netral
terbaik,Positif
di tunggu kok leon dan ustadz felix podcast selanjutnya sangat menarik sekali ternyata bagaimana islam memandang bagaimana cara kerja ekonomi ngomong-ngomong aku islam dan ternyata banyak hal hal yang belum aku ketahui dan dari konten ini aku banyak mengambil ilmu dari ustadz felix lanjut lagi kok konten bareng ustadz felixnya kok leon hartono,Positif
portofolionya udztad felix all ini akhirat respect saluting face,Positif
alhamdulillah ada ust felix redaksi heart smiling face with smiling eyes,Positif
keren tadz kalau netral dari perpolitikan begini kan valid cerdasnya,Positif
keren podcasnya mencerdaskan dan mencerahkan sekali ustadz felix dan koh leon lanjutkan,Positif
kelass ustad felix fire fire fire,Positif
tetiba buka yt nongol ini video di beranda ditonton karena ustad felix ternyata isi nya pencerahan dalam mendapatkan uang alhamdulillah party popper,Netral
tembakannya system capitalis nya mantab yang akan menimbulakn jenjang sosial yang bisa memicu konflik,Negatif
allahumma barik ustadz felix siauw palms up together allahumma barik leon hartono palms up together,Positif
menjelaskan aturan dan logika islam terhadap kehidupan modern yang begitu kompleks dengan senyuman keren ustad felix thumbs up,Positif
lagi dong please seru,Positif
terimakasih ustadz terimakasih koh leon,Netral
jujur video overpost yang gue betah menonton itu soal saham andryhakim tapi kali ini juga bagus saya juga suka dengan felix siauw karena beliau cerdas dan rasional dan saya suka andry hakim dan felix siauw karena keduanya kalau jelasin itu mudah di pahami dan selalu pakai analogi analogi yang bisa di mengerti,Positif
